id;Title_course;Name;Date;Feedback
112;cloud-computing;By Cesar O H D;Jul 7, 2021;Pude entender la inmensidad del Cloudcomputing, ver la oportunidad en el ramo y aprender sus principios que iré investigando a profundidad en adelante.
113;cloud-computing;By Eraldo V C J;Sep 14, 2022;This course was straight to the point and ease to understand, the instructor John Rofrano did a great job teaching the introduction to cloud computing. Highly recomment this course to a begginer student!
114;cloud-computing;By Robert T;Apr 7, 2021;Helps give you a basic fundamental understanding of the cloud and different terms that are used in relation to the cloud.m It helped me and I'd highly recommend this course and the entire specialization!
115;cloud-computing;By Bryan  P;Oct 30, 2022;G?reat review for Cloud concepts that I needed. Probably would use it once I start studying for some AWS content since not many people use IBM but still a great way to get started in cloud computing.
116;cloud-computing;By Hariri A;Jul 14, 2022;E?asy to understand even with my zero knowledge of cloud. The learning and content are enjoyable, it makes me want to continue to next lesson after finishing the previous one. Overal, good course
117;cloud-computing;By Ujjwal P;Oct 7, 2022;G?reat content. Well structured and the instructors are also good and experienced. Overall a nice course, if you want to learn something new about cloud computing then this the course for you.
118;cloud-computing;By Keith M;Mar 4, 2022;An incomparable experience! Excellent! The best I have ever experienced! The learning I acquired in coursera gives me the boost I need to project myself into a fascinating career that I love.
119;cloud-computing;By Whitney P;Jul 18, 2022;Course was very organized and I learned a lot. I did not experience a single technical issue unlike other self-paced courses. All content was up to date. Great course, highly recommend.
120;cloud-computing;By Kaue G;May 3, 2022;Great introductory series, will present you all concepts with a hands on lab, which is quite simple, to be fair.
121;cloud-computing;By MOHAMMED A M;Feb 13, 2022;It was Really Amazing Course Thank you Coursera Team and Who Created the Coursera Thank you to All and
122;cloud-computing;By Kerry W;Jun 17, 2021;Excellent, comprehensive and informative course. The only 'distraction' was the background music in the videos which can be hard for the student to concentrate on content and task.
123;cloud-computing;By Maxim K;Jul 26, 2022;It was very interesting and informative. Before that, I knew almost nothing about clouds, and now I have the basics that will allow me to move on. Thanks to IBM and Coursera.
124;cloud-computing;By Toby V;Jul 11, 2021;Great way to be introduced to the world of IBM cloud computing. topics are very relevant to the course and quizzes are great way to review one's understanding per subject.
125;cloud-computing;By Freyza F K;Apr 4, 2022;I'm so happy about my journey in this course. Now, I'm fully understand about cloud computing. The material of this course was great. Thank you, Coursera! Thank you, IBM!
126;cloud-computing;By Juan P C S;Apr 29, 2021;Highly recommended to understand the fundamentals of cloud computing. Contents well palnned and explained. A good course to start your journey on cloud computing world.
127;cloud-computing;By Hrishikesh K;Mar 12, 2022;it was a great course and i have added many useful skills in my portfolio in cloud computing , learned various cloud related concepts and it was fun doing the course..
128;cloud-computing;By Andry R P O;Apr 8, 2021;Great course to introduce you to the exciting world of cloud computing. It gives you the basic knowledge you need to see if this is the path you want for your career.
129;cloud-computing;By Markey S;Feb 21, 2022;"Basic course; I applied to the Full Stack Course; got this. Not sure where the disconnect is. I am already certified so this course was a good re-hash; but thats it."
130;cloud-computing;By Lucas N F;Jul 10, 2020;O curso aborda aspectos bastante diversos sobre Cloud Computing, o que é ótimo para pessoas que estejam dispostas a buscarem uma visão geral em um primeiro momento.
131;cloud-computing;By SOUVIK S;Jan 23, 2022;Thank you for the Introductory course on Cloud Computing. I am glad that I've taken this course & it was an awesome journey. Thank you Coursera Team & IBM Team.
132;cloud-computing;By Prithwiraj S;Nov 16, 2020;The course was intuitive and self paced. Provided hands on experience for starting from creating your cloud ID as well as creating your object and upload data.
133;cloud-computing;By Amrin F;Aug 18, 2022;I am so glad that I took this course in  Coursera  now I have a clear idea about what I am gonna do in the future with is cloud computing. Thanks Coursera !!
134;cloud-computing;By Fernando C;May 3, 2021;Very good course. Well explained with good didactics, with examples that are easy to understand. Very profitable and a lot of acquired knowledge. I loved it.
135;cloud-computing;By Kanishka K;Jun 20, 2021;Informative course to get into Cloud terminologies and good understanding of many important concepts. Definitely an amazing and easy to learn course by IBM.
136;cloud-computing;By Thinh N;Oct 23, 2020;A great course for an UX/UI designer to better understand the principal technologies, best practices and skills of the others in a cross-functional team.
137;cloud-computing;By Timotius K;May 27, 2020;Very useful course for introduction to cloud computing. I think all IT professional have to pass this kind of course as cloud would be main focus now.
138;cloud-computing;By Shashi K P;Oct 23, 2021;Wonderful Course , From being an all novice now I started knowing a lot about cloud .Thank you for providing this wonderful opportunity of learning !
139;cloud-computing;By Thomas K;Dec 29, 2021;Very solid intro to Cloud Computing and excellent communication styles used to present key concepts. I highly recommend this for anyone interested!
140;cloud-computing;By perinba e;Mar 18, 2021;This course is fantastic for beginner who wants to learn basics of cloud computing and all real world infrastructure along with its cloud platform.
141;cloud-computing;By A. R;Jun 21, 2022;Excellent. Provided an easy to understand explanation of all things cloud computing, complete with use cases, quizes  and a hands on assignment.
142;cloud-computing;By Rohan K;Dec 12, 2020;This is probably the best introductory course on cloud computing. Thanks, IBM and Coursera for democratizing Tech-education at affordable costs.
143;cloud-computing;By Jonathon K;Apr 26, 2021;Great course! I've done a few cloud computing fundamentals courses and this was easily the most informative... congrats on the perfect content!
144;cloud-computing;By Georguel;Aug 9, 2020;Excelent course, all modules, videos are very good and contains full info about cloud computing to introduce and more the basics participants.
145;cloud-computing;By Charles T;Jul 20, 2022;Keren Habis, Udah Paham Cara Migrasi Baremetal Linux / Windows Server Ke Dalam Cloud Server IBM. Gokil Soal Teori dan Prakteknya. Sabi Habis.
146;cloud-computing;By Daniele S;Sep 12, 2022;E?xplanations are very clear, videos are well made and easy to follow, and the speaker is easy to understand. Interesting and useful course!
147;cloud-computing;By Yebosola A;Aug 16, 2022;Learning the course was straight forward enough, the picture samples on how to go about completing assignment were very helpul and explicit.
148;cloud-computing;By Kinsley G;Nov 5, 2022;The course content is well structured. The mode of teaching is superb. I understand the course content easily. Thanks, IBM skills network.
149;cloud-computing;By Agustin M;May 23, 2022;Nice introducction to the Cloud Computing world.
150;cloud-computing;By Christian v S S;Mar 8, 2021;Really good basic introduction to Cloud terminology and technology -- covers the bases and leaves you inspired for more learning on cloud.
151;cloud-computing;By Yue G;Aug 23, 2022;The introduction is clear and helpful.
152;cloud-computing;By Kavishka M;Oct 6, 2022;v?ery good.easy to understand.
153;cloud-computing;By Muhammad B A;Oct 1, 2022;Best course for beginners
154;cloud-computing;By Mehdi B;Sep 20, 2022;hello, i am a student
155;cloud-computing;By Raul G;Nov 7, 2022;AwAwesome awsoaweso
156;cloud-computing;By Hariram R;Oct 5, 2022;g?ood for beginners
157;cloud-computing;By Lucas A S;Oct 12, 2022;Good explanation
158;cloud-computing;By Axel A;Sep 10, 2022;A?MAZING!!!!
159;cloud-computing;By Edmundo R B L;Sep 2, 2022;awesome!!
160;cloud-computing;By Abanoub N;Oct 11, 2022;a?mazing
161;cloud-computing;By Syphax A;Oct 7, 2022;"I find this course very rich on the part of the information it provides, and this is both a point of strength and a point of weakness. As I have some previous information about the field, it has helped me a lot to digest new concepts. But nevertheless, I had the problem that in the course, concepts were substantially delved into theoretically and without graduation, and that's the opposite of how I learned in the Google course on the Coursera platform, so I ask you to focus on this point.
As for the content, I liked it a lot and I want to attend more courses with you, thank you Meta!"
162;cloud-computing;By elbalili s;Nov 5, 2022;Well, it's brief introduction the android app development process. You won't be able to creat apps by the end of the course, but you'll have a good idea about the process. There are a lot skills to learn before one can make apps. Happy learning everybody.
163;cloud-computing;By Ishan S;Sep 7, 2022;"Overall, course was nice but need improvement in content of Week 3 ""Video Player  assignment"" , steps provided by you in problem statement shows many errors in Module 2 while in Module 1 steps provided by you helped to create the player"
164;cloud-computing;By Bryan A;Sep 3, 2022;W?ent into detail on some things that a lot of other courses don't cover such as a brief overview of Content Providers, Broadcast receivers and services.
165;cloud-computing;By Aaeem M N;Sep 5, 2022;E?verything was good, but I personaaly think it would be better if code is given as resource while playing the video
166;cloud-computing;By César A O B;Sep 21, 2022;El contenido del curso es excelente, pero los códigos de la evaluación final deben ser revisados.
167;cloud-computing;By Daniel M;Oct 5, 2022;Some mistakes in the quiz section, a little bit annoying but it can easily be fix.
168;cloud-computing;By SLOAN P;Sep 2, 2022;I?t's quite a good introduction to android development.
169;cloud-computing;By uvesh m;Aug 25, 2022;Awesome content both teory and practical.
170;cloud-computing;By Revival T;Oct 3, 2022;t?his course was nice and well taught
171;cloud-computing;By MOHD M;Aug 30, 2022;nice
172;cloud-computing;By ARYAMAN S (;Sep 29, 2022;k?k
173;cloud-computing;By Calin T;Sep 4, 2022;"O?verall there is a very good explanation of the basic principles of Android development. I downed the rating to 3 stars because at the end of ""Introduction to Android Development"" course there are a few mistakes in grading the assessments, but those errors can easily be fixed. Also, the solution offered for the project phase is not functional, at least for mp4 video files. I think more clarification on this issue must be made in the course, especially for those who study programming for the first time."
174;cloud-computing;By Jose L;Sep 7, 2022;It isn't too bad as it teaches you the principles however it gets too complicated to the point where it gets difficult to follow.
175;cloud-computing;By Audrey W;Sep 9, 2022;Not a bad course with high production value. Several things are not made super clear though and it sometimes makes it hard to follow along.
176;cloud-computing;By Roland S;Feb 14, 2021;Course can only be completed with a IBM Cloud account. If you don't have access to a corporate email address and internet access with a corporate IP address, you will be probably blocked by the IBM Cloud spam filter. I constantly got the following error message:
177;cloud-computing;By Igor D;Jan 30, 2021;It is more advertisement of IBM than course. Music in background is annoying, and IBM use cases clips (poorly edited) just make you believe that you are on IBM site.
178;cloud-computing;By Ryan F;Sep 23, 2020;Wasn't impressed with this format. There was too much time dedicated to the videos and not enough practical work. ie. the chance to demonstrate more understanding of the content.
179;cloud-computing;By Khaled U A;Oct 10, 2020;The practical part is too litter and the course is not interactive.
180;cloud-computing;By Siddhi b;May 20, 2020;It was so so grateful being here , I loved it course so much , as it provided all the concepts very clearly , I would also recommend all other to have this course and gain knowledge provided by IBM.
181;cloud-computing;By Alfa N;Apr 4, 2021;This topic about cloud computing is really informative and insightful. Appreciate it! A lot of information I have gained from this course. Indeed, help me a for cloud development in my institution
182;cloud-computing;By Ramna V;Nov 10, 2020;Amazing course by IBM. They teach the subject with simplicity and purpose, that makes you study with zeal.
183;cloud-computing;By Cornelia M L;Apr 25, 2020;I have no knowledge of the course, but the way the lessons are presented is easy and informative enough so that I can learn about cloud computing, cloud services (IaaS, SaaS, PaaS), the deployment of models, and how to create a cloud account and create an Object Storage as the final assignment of the course. Thank you for the course!
184;cloud-computing;By Vignesh R;Jul 8, 2020;verry nice
185;cloud-computing;By darragh q;Feb 4, 2021;Fantastic introduction to Cloud computing. Learned alot and was made really easy by the excellent videos.
186;cloud-computing;By Amol B;Jan 20, 2021;Good introductory course to Cloud computing concepts. It would help if the course design included key downloadable slides which students can use as reference in the future.
187;cloud-computing;By Soopalerk R;May 30, 2020;easy to learn and effective, anyone who need to get more understanding on Cloud Computing, I preferred to take this course. It started from fundamental.
188;cloud-computing;By Allison P;Feb 3, 2021;GREAT! Very informative! Enjoyed the 'live' whiteboard speakers very much. Wish there were more hands-on assignments.
189;cloud-computing;By Nate R;Feb 17, 2022;"Unfortunately this mostly felt like an ad for IBM cloud computing. Uneven delivery, concepts are too vague, overreliance on jargon rather than solid concepts. Redone ADR for certain sections, yet the woman couldnt be bothered to prononce correctly for those sections. Woman can not pronounce ""ing."" Therefore I had to hear ""computeeen"" and ""executeeeen"" and ""starteeen"" repeatedly which is a huge pet peeve. Only completed as part of larger IBM devops course. useless on its own."
190;cloud-computing;By Belisario M;Feb 10, 2021;If you are thinking of working with any cloud based computing technologies this course is great! I think you can take the knowledge of this course and feel comfortable when going to take a cloud practitioner certificate exam from any of the major cloud providers (IBM, AWS, GCP & Azure). Obviously you should still study for the specific exam, but this is a great course for the foundations of cloud computing!
191;cloud-computing;By Kiran V;May 3, 2020;"A fascinating course on the topic ""Introduction to Cloud Computing"" by the IBM Cloud team. You get to learn the fundamentals of the topic from the IBM Cloud team. The real life applications of cloud are amazing and can inspire any professional/student to achieve a position in the cloud industry.Thank you IBM Cloud."
192;cloud-computing;By Robert L;Jul 4, 2021;Very good start to learning about Cloud Computing. It covers the wide range of topics involved with cloud computing and had many use cases and examples to help with understanding each subtopic.
193;cloud-computing;By Ganesh K;Aug 13, 2020;Excellent course. I never realized so much of knowledge can be packed in a 5-week course. The assessment really evaluated the understanding. The lab was interesting.
194;cloud-computing;By IamSRayhan;Sep 4, 2020;A very effective capture to learn hoe cloud infrastructure work. There are so many things to learn from this course. I have cleared my concept of cloud computing.
195;cloud-computing;By Gangone R;Jun 5, 2020;very useful course
196;cloud-computing;By maneesha j;Jun 6, 2020;EXCELLENT
197;cloud-computing;By Mariana C;Mar 10, 2021;I liked the introduction course. The classes with the human beings presenting are great. The only critic that I have is that the classes that don't have people seem more like if you are in a selling presentation of the service, with only benefits of using the technology been said by a mechanical voice, whether than with the intention to make you understand the subject itself. If it is possible, I think you should considerer making more classes with the teachers.
198;cloud-computing;By Elrate99;Nov 19, 2021;"I'm very disappointed. At first, I couldn't register an account with ibm cloud for more than a month. I contacted support, and they, in turn, asked to write an email to the department that was supposed to help me. So I did, but I didn’t get an answer. I wrote letters more than three times to no avail. Then I asked my friend from California to register an account for me. Hooray! Happened. A friend registered an account, and I activated it, but after 3 days my account is deactivated. By writing a letter to the ""verify.us.ibm.com"" mail, they finally answered me. But the answer was:"
199;cloud-computing;By Jonathan V C;May 4, 2022;"The only good part was the videos where someone explained on a board, everything is kind of marketing for IBM Cloud, even the final exam is on IBM Cloud, where if your trial expired they will ask for your credit card, in my case they don't accept my credit card, declined by some error, the solution create another email, the thing is that is like my 3rd course from IBM and I'm out of emails, learning should be free, and if I already paid coursera, then they should not try to charge you additional or ask for credit card on another section of the course, it's like ""pay for your certificate"" and also like ""hopefully you forget all the things you create on IBM cloud so I can charge you later for that""."
200;cloud-computing;By Dan W;Sep 23, 2021;Utterly ridiculous corporate bs. Don't waste your time. oc
201;cloud-computing;By Ivan S V;Nov 29, 2021;E?xcellent overview in Cloud computing. Very high level comprehensive material to initiate the path to cloud developer or architect. After this course there are other courses in the specialization that dive deeper into the intricate details of cloud computing, devops and cloud architecture. This course is the best place to start, and I have taken courses from Oracle OCI and AWS, but this is less marketing and more general knowledge applycable to any cloud platform.
202;cloud-computing;By imtiaz u;Mar 8, 2021;I can't express my felling right now . for a quite a long time i was preparing myself for this course . As all the course in coursera are well design . This course are also keep the same top stranded . If you want to learn from industry expert you much take this  IBM special course . I am going for my next course .
203;cloud-computing;By Hemashree.S;Oct 24, 2020;Very Informative and helpful indeed. I have understood the concepts clearly and also able to confidently move forward in the cloud computing career. I would recommend this key specialization course to all upcoming and interested individuals who would like to be a part of the cloud. Thank you.
204;cloud-computing;By Vinod K;Mar 13, 2021;I thoroughly enjoyed this course. It has lot of visuals and will not get bored while taking this course. Very well designed course. Also, the practice tests are very helpful to gauge the knowledge we gained in the lectures. Thank you for this course
205;cloud-computing;By oyewole s;Mar 21, 2021;In my honest opinion, this course has helped me understand the cloud concept better and I really can't wait to move on to the next stage. The instructors took their time to explain each concept in ways that anyone can easily grasp.
206;cloud-computing;By David A;Mar 15, 2021;Good overview of cloud computing. Tutorial for setting up IBM Cloud account and easy $200 credit. Cloud storage lab exercise lets you create a cloud bucket and share a file via unique link. Especially good for trial users.
207;cloud-computing;By Saeed A;Sep 1, 2020;it's an informative course I have learned a lot about cloud computing. I really recommend it for those who want to learn about cloud computing and it's benefits.
208;cloud-computing;By chethi v;Jun 6, 2020;It is very useful
209;cloud-computing;By sarithanakkala;Jun 5, 2020;Very much helpful
210;cloud-computing;By Nathan M;Aug 29, 2022;This course was not nearly as engaging as the first one in the IBM DevOps and Software Engineering Professional Certificate, Introduction to DevOps. The first course has a very engaging speaker (live person) the whole time. I was disappointed that this course was devliered 95% of the time by an automated-sounding recording with text-heavy slides. It makes the content more difficult to retain. I appreciated the few times there were live presenters.
211;cloud-computing;By Bharat B R;Feb 4, 2022;Lab tutorial it self is not working to complete this course. I have spoken to customer care but they are saying get help form stackoverflow.
212;cloud-computing;By Taiwo S;Aug 8, 2022;The learning materials and method are designed to be very comprehensible. I am confident with the skills and knowledge i've acquired knowing that I can build on this and be job ready in little time.
213;cloud-computing;By avanchasamhitha;Jun 3, 2020;great
214;cloud-computing;By aithagoni m;Jun 5, 2020;nice
215;cloud-computing;By patel n;Jun 5, 2020;Good
216;cloud-computing;By William D;May 25, 2021;Good introductory course, though there are a few inconsistencies with how some of the lessons are taught, which was honestly just a bit jarring to me. The course also says you don't need any prior knowledge coming in other than basic computer literacy, but there were a few segments related to networks that I felt a bit lost on.
217;cloud-computing;By Sayed M;Jan 22, 2021;Excellent explanation, content and visuals. I found useful description for CI/CD section since I already had some prior experience with cloud. Someone who wants to get familiar with fundamental concept can take this course to get familiarity about cloud concepts.
218;cloud-computing;By Olisemeka P O;Jul 14, 2022;Good course for a foundational knowledge of cloud computing. You might experience some hardship in learning if you need a one-on-one tutor to learn effectively as there are only pre-recorded videos and transcripts.
219;cloud-computing;By Peter G;Dec 24, 2020;Very easy to understand fundamentals training..... definitely a recommendation! The final exam could have been more challenging,  going deeper into the subject... let student experiment more in IBM cloud....
220;cloud-computing;By Karthiban G K;Jun 11, 2020;This course gave me a clear picture of fundamentals of cloud and its services . The assignments like creating instance and buckets in the IBM cloud was really helpful.Cloud insights!!!!
221;cloud-computing;By NATARAJAN M A;Jul 29, 2020;The course very useful for beginners to the topic, the content telling is in a good manner, yet there are some more complications in later weeks.
222;cloud-computing;By Daksh R S S;Jun 17, 2020;Very good course with full interesting  content and many IT expert explain the topics with the best example and please increase lab practices
223;cloud-computing;By Priyansh J;May 28, 2020;Very informative and good for beginners. Could understand very easily. Thanks to this now I can dive more deeper in this field.
224;cloud-computing;By Jeremiah I;Mar 18, 2021;Got to learn a lot cloud concepts and fundamentals. Great course.
225;cloud-computing;By Ruben H;Nov 26, 2020;Very good course to start knowing Cloud
226;cloud-computing;By Santanu D;Mar 15, 2021;Nice short term course
227;cloud-computing;By Arnab B;May 30, 2020;Good Training..!
228;cloud-computing;By Ahmed S E;Jan 9, 2021;Good Content.
229;cloud-computing;By Mohammad A;Jun 4, 2020;excellent
230;cloud-computing;By Mehjamila B;Sep 10, 2022;g?ood material but video volume turns low in several lectures. also, i have completed 99%. I am not able to finish the course because it keeps giving errors while crating IBM a/c. frustrating part I have reported customer service several times for weeks nothing solved.
231;cloud-computing;By Christopher J S;Jun 14, 2022;"Its basically a commercial for cloud computing, and they don't actually teach you much. 
The peer reviewed assignment is the only time you ever actually work with anything on the cloud which is good, but the other students will fail you for no reason at all."
232;cloud-computing;By Alec;Jul 29, 2022;this is so bad how you have to sign up and if you trying to get the proffesional ticket before the trial ends not gonna happen also on this course beware they make you use your credit card absoloutly foul
233;cloud-computing;By Med R;Feb 13, 2022;i wanna cancel bcs there is nothing i've to learn about in this courses inclouding the web development thank you
234;cloud-computing;By Mario D;May 11, 2022;when coming to the handds on experiance . notes are poor
235;cloud-computing;By Leung C H;Nov 5, 2021;Too fast
236;cloud-computing;By Mary C;Jun 5, 2022;?doesn't fully work
237;cloud-computing;By Eniola O A;Sep 7, 2022;So stupid
238;cloud-computing;By Josh T;Jul 22, 2022;Jargon
239;cloud-computing;By Michal M;Jun 28, 2021;Superb course. I was super excited for it at first, then got a little discouraged by the quality of some videos (voiceover not following the video, inconsistent volume), then got excited again. All in all, it's a fantastically structured course. I can't believe that you can finish a course over the weekend and really get an understanding of the fundamental concepts of cloud computing.
240;cloud-computing;By Nicholas;Dec 25, 2021;G?reat course and great learning content. I do wish that the assignment would be updated to meet the cirriculum of the IBM cloud storage website and account creation. There were some unexpected problems I ran into such as false flag spam emails (which were my personal emails no less) and also the issue of linking the exact assignment tasks. Otherwise the learning content that this course provided was very well done. I learned a lot about cloud storage and how it is working in professional environments. Cybersecurity is something I wanted to understand at a greater level and this is the introductory course to start mastering this field.
241;cloud-computing;By Abdur R;May 31, 2022;"This is best course for those who curious  about how internet things and cloud storage work . if you don't have prior knowledge in cs  you may have face some difficulity during this course, after some time you will grab those things from your hard work then everything will be going smothly.

A small correction, I have completed this course before 30days of course time and I'm not a computer science student but I have spirit to know how computer scince and internet things work. That spirit gave me 100% grade in this Introduction to Cloud Computing course. In the future, I will aquire more skills in this feild."
242;cloud-computing;By Heather W;May 5, 2022;I have just started this course but I think its great so far. It is self paced and it enables me to go as fast or as slow as i need to. I can also go back as many times as i need too to review something  that i dont understand or are having a hard time with.  My work schedule is all over the place and  being able to learn around my work hours is just what i was looking for in a course. The best part is the price. I dont have to take any loans out  or sell my first born child to pay for it because it is very affordable!
243;cloud-computing;By Lorenz B;Apr 22, 2022;- As a beginner it's sometimes hard to follow. My tip is to read the text and mark the important segments.
244;cloud-computing;By Santhosh K;Oct 17, 2021;"Below is my Opinion;"
245;cloud-computing;By Keystodivinity;Oct 27, 2021;Great Course, I enjoyed it very much. I gain a good understanding of Cloud computing. The information in this course was presented in a manner that was easy to digest, unlike other courses where I exoerience confustion and ambiguity in the presentation of the information. The time allocated to a topic was appropriate for my attention span. The bit size infomation allowed me to chunk the information easily to buld a broad fundation knowledge of Cloud Computing.
246;cloud-computing;By Viktor K;Aug 19, 2022;"This is a wonderful course, made with soul.
This is a wonderful story in simple words about complex topics.
Huge thanks to the amazing creators and IBM Corporation.
I am a refugee from Ukraine studying to find a job and this course has been a huge support for me and my family during a difficult time after russia's dastardly attack on Ukraine."
247;cloud-computing;By Thabo E;Aug 1, 2022;Cloud computing enables people to access software applications, data storage and other services over the internet instead of through traditional physical servers in a back office.  The cloud computing model enables users of internet-based computing services to be charged for what they consume on a pay-per-use basis.
248;cloud-computing;By Raphael B;May 18, 2022;Sem dúvidas esse curso acrescentou muito na minha trajetória como desenvolvedor! Agradeço a Coursera e IBM por proporcionarem um material tão rico em informações e acessível para todos, obrigado mesmo.
249;cloud-computing;By Oluwasegun V O;Apr 7, 2022;The class was exactly what I needed and accurately encapsulates the course title - Introduction to Cloud Computing - not too vague and not too detail - just right!
250;cloud-computing;By Leslie S;Oct 16, 2022;"T?his is a fantastic course.  It's foundational so definitely doable for someone wanting to learn about Cloud Computing.  The different ""modes"" of materials from videos to teacher's videos to reading were effective.  Also the ""short bursts"" or material were easy to digest chunks of material.   Thank you!"
251;introduction-to-Cybersecurity-Essentials;By Kangabam A;Aug 12, 2022;"First of all, I thank the team of this program who has provided comprehensive information and knowledge to students who are interested in exploring the nuances of how cybersecurity works. This course has given me much of insights into how security is really important, particularly in the digital space. Through this four-week course, have gained much knowledge, to list a few; Common security threats and risks, security best practices, and safe browsing practices. Thank you once again for giving me the opportunity to gain some knowledge on cybersecurity through this course."
252;introduction-to-Cybersecurity-Essentials;By Mihir C;Aug 27, 2022;Thanks you Coursera For This Amazing course.. my entry-level knowledge regarding Cyber-Security field is understoodable, that option 10 minutes training of Cyber- analyst was most inrteresst part in the course.
253;introduction-to-Cybersecurity-Essentials;By Rachit T;Nov 4, 2022;I am very happy with the contents and also learned a lot in the field of cyber security. I will recommend this course to everyone who wants to start with cyber security.
254;introduction-to-Cybersecurity-Essentials;By Wilson O;Oct 13, 2022;I strongly recommend this course for all purposes: companies in general, home, universities and institutes, industries etc.
255;introduction-to-Cybersecurity-Essentials;By Micahael D;Jun 20, 2022;Really good and informative would suggest if anyone wants to know the basics of Cybersecurity
256;introduction-to-Cybersecurity-Essentials;By Patrick V;Sep 23, 2022;I?nteresting module to strengthen knowledge in security and intellectual property.
257;introduction-to-Cybersecurity-Essentials;By Sonu B;Oct 14, 2022;l?earn basic theory about cybersecurity essentials which is very useful.
258;introduction-to-Cybersecurity-Essentials;By Clare T;Nov 3, 2022;Good structure and points revisited in each module to embed learning.
259;introduction-to-Cybersecurity-Essentials;By Noor H;Oct 8, 2022;T?his course is brief. Need to implementation of Cyber Security Also
260;introduction-to-Cybersecurity-Essentials;By Tchanari K;Jul 7, 2022;The couse was interested, but I didn't get any certificated why?
261;introduction-to-Cybersecurity-Essentials;By Andy C;Jun 17, 2022;Thourough coverage of Cybersecurity essentials.  Great job!
262;introduction-to-Cybersecurity-Essentials;By Bassey E;Jul 6, 2022;I LOVE THE SKILL OBTAINED IN THIS COURSE.
263;introduction-to-Cybersecurity-Essentials;By Martins E;Jun 1, 2022;Enlightening and very Informative
264;introduction-to-Cybersecurity-Essentials;By Marharyta /;Aug 22, 2022;a lot of helpful information.
265;introduction-to-Cybersecurity-Essentials;By Clermont M;Oct 13, 2022;G?reat introduction !
266;introduction-to-Cybersecurity-Essentials;By Oriaku I U;Sep 25, 2022;R?eally learnt alot
267;introduction-to-Cybersecurity-Essentials;By Kev R;May 10, 2022;Well worth my time.
268;introduction-to-Cybersecurity-Essentials;By Rishang Y;Oct 27, 2022;n?ice content
269;introduction-to-Cybersecurity-Essentials;By SHUBHAM K;Oct 23, 2022;V?ery Nice
270;introduction-to-Cybersecurity-Essentials;By jae-kil l;Sep 11, 2022;g?ood job
271;introduction-to-Cybersecurity-Essentials;By AL M K M;Jul 6, 2022;excelant
272;introduction-to-Cybersecurity-Essentials;By Pablo G S D S;Aug 1, 2022;so good
273;introduction-to-Cybersecurity-Essentials;By Suthar L J;Oct 5, 2022;g?reat
274;introduction-to-Cybersecurity-Essentials;By Rakesh K;Oct 24, 2022;G?ood
275;introduction-to-Cybersecurity-Essentials;By Aman K;Oct 20, 2022;g?ood
276;introduction-to-Cybersecurity-Essentials;By Borra G;Oct 5, 2022;g?ood
277;introduction-to-Cybersecurity-Essentials;By CHUKKA V R;Nov 3, 2022;nice
278;introduction-to-Cybersecurity-Essentials;By Muhammad M;Sep 9, 2022;Thank you so much for this course!. This gave all the mendatory knowledge a person who is using must have,this course can also be the first step if you are interested in cyber security
279;introduction-to-Cybersecurity-Essentials;By Jennifer P;May 19, 2022;It was worth taking. Much better than what my own employer provided.
280;introduction-to-Cybersecurity-Essentials;By Eslam H;Oct 25, 2022;h?ow ever the information is enriching , the course is sro robotic
281;introduction-to-Databases-for-Back-End-Development;By Timothy P;Aug 23, 2022;"I think that this course gives the nessesary amount of information in regards to databases.  It really dives into database structure as well as basic SQL commands. When I say ""basic"" commands, I really mean the bare-bones commands, nothing too intense.  For instance, they don't talk about  ""joining"" tables or even doing ""Union"" commands.  Another thing is that while they dive into the database structure, they really do not discuss different database tools (Azure Data Studio, dbeaver, etc...)."
282;introduction-to-Databases-for-Back-End-Development;By Noah S;Aug 24, 2022;Information was good, instruction was good, some errors and typos apparent in the assessments.
283;introduction-to-Databases-for-Back-End-Development;By Tadeo B;Oct 2, 2022;"The most challenging course from the certification so far, yet not that difficult. I enjoyed the Labs since I learnt a few new concepts and refresh my SQL skills.

? Pros:
- Summarizes pretty good all the concepts and skills you need to get started with Relational Databases and SQL.
- Provides enough information and Labs to learn what you need to conceptualize, design, and maintain Relational Databases.
- After this course, you should be able to implement a fully functional database for a project.

? Cons:
- I would've loved to have more Labs, since I enjoyed a lot working on the ones that are included.
- This course would be more valuable if you were taught how to deploy a Relational Database in the cloud, or in your own server (this might be covered in a later course so this might not really be a con)."
284;introduction-to-Databases-for-Back-End-Development;By Viktor K;Aug 24, 2022;"This is a wonderful course, made with soul.
This is a wonderful story in simple words, step by step, about complex topics.
Huge thanks to the amazing creators and Meta Corporation.
I am a refugee from Ukraine studying to find a job and this course has been a huge support for me and my family during a difficult time after russia's dastardly attack on Ukraine."
285;introduction-to-Databases-for-Back-End-Development;By Prem;Oct 13, 2022;T?he course was basic and well design to furtur progress in databases managment . Course has already cover all the basic and idea behind the database design and other aspect ! Love that course and now I have relavent skill to built my basic work database using mysql.
286;introduction-to-Databases-for-Back-End-Development;By SAKSHI A B;Oct 23, 2022;I?t was really a best experience I have ever gained. The most special thing about this course is that it provide the lab for the exercise I loved it. Thank you so much team meta for such a great learning experience.
287;introduction-to-Databases-for-Back-End-Development;By AHMET B K;Sep 4, 2022;Perfect course for those who want to learn about databases. Straight to the point and great quizzes alongside with labs. Last quiz had some problems with the first 10 SQL questions.
